Ticker,Annoucement Date,startdate,enddate,Actual,Estimate,Surprise,Group
ARW,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.78,1.772,0.5,MISS
K,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.97,0.92,5.4,MEET
AMCX,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.88,1.389,35.3,BEAT
PNW,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.49,1.173,27.1,BEAT
HPP,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.48,0.47,2.1,MEET
SFM,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.3,0.25,18.1,BEAT
APA,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.21,-0.021,-900,MISS
HE,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.36,0.393,-8.4,MISS
AL,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.92,0.855,7.6,BEAT
WU,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.5,0.417,19.9,BEAT
OUT,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.57,0.54,5.6,MEET
UNIT,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.44,0.51,-13.7,MISS
SAGE,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-1.88,-1.637,-14.8,MISS
NBIX,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.68,-0.662,-2.7,MISS
PODD,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.13,-0.127,-5.5,MISS
CZR,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-3.33,0.235,-1514.9,MISS
SRCL,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.15,1.128,2,MEET
EPR,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.15,1.255,-8.4,MISS
SRC,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.18,0.196,-8.2,MISS
ATVI,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.43,0.304,41.4,BEAT
FLT,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.99,1.965,1.3,MEET
ANET,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.34,0.948,41.4,BEAT
KHC,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.98,0.949,3.3,MEET
BRKR,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.23,0.203,13.3,BEAT
GRUB,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.26,0.257,1.2,MEET
OLED,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1,0.727,37.3,BEAT
MSI,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,1.12,1.037,8,BEAT
FLR,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.17,0.601,-128.3,MISS
PKI,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.67,0.669,0.1,MISS
REG,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.93,0.887,4.8,MEET
PGRE,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.23,0.206,11.7,BEAT
ZEN,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.05,-0.055,9.1,BEAT
Y,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,6.37,7.95,-19.9,MISS
BIO,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.39,0.56,-30.6,MISS
SM,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,-0.32,-0.292,-9.6,MISS
ED,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.58,0.62,-6.5,MISS
AMH,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.26,0.26,0,MISS
LNT,2017-08-03,2017-02-10T16:00:00,2018-01-25T16:00:00,0.41,0.381,7.6,BEAT
UNVR,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.31,0.316,-2.1,MISS
WCG,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,2.52,2.238,12.6,BEAT
CI,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,2.91,2.477,17.5,BEAT
AON,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,1.53,1.446,5.8,MEET
NWL,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.87,0.867,0.3,MISS
CNK,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.47,0.46,1.6,MEET
ITT,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.65,0.628,3.5,MEET
WPC,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,1.12,1.145,-2.2,MISS
CBOE,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.87,0.857,1.5,MEET
TDS,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.11,0.22,-48.9,MISS
USM,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.16,0.15,8.1,BEAT
AEE,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.8,0.71,12,BEAT
WTM,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,-4.66,1.12,-516,MISS
VST,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,0.06,0.06,3.9,MEET
SRE,2017-08-04,2017-02-13T16:00:00,2018-01-26T16:00:00,1.1,0.859,28.1,BEAT
ON,2017-08-06,2017-02-13T16:00:00,2018-01-26T16:00:00,0.3,0.324,-7.6,MISS
KOS,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,-0.02,-0.022,9.1,BEAT
FDC,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.4,0.399,0.3,MISS
CBS,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.97,0.957,1.4,MEET
TWLO,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,-0.05,-0.108,53.7,BEAT
CDEV,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.06,0.014,350.9,BEAT
TWOU,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,-0.11,-0.117,6,MEET
HHC,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.07,0.777,-90.7,MISS
APLE,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.51,0.52,-1.9,MISS
RBC,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,1.29,1.281,0.7,MISS
PRAH,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.79,0.742,6.5,MEET
TWO,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.54,0.533,0.9,MISS
MAR,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,1.13,1.02,10.8,BEAT
BWXT,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,0.56,0.474,18.1,BEAT
ALB,2017-08-07,2017-02-14T16:00:00,2018-01-29T16:00:00,1.13,1.103,2.4,MEET
AES,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.25,0.208,20.2,BEAT
IT,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.88,0.851,3.4,MEET
ZBRA,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,1.51,1.48,2,MEET
CABO,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,5.54,5.456,1.6,MEET
CVS,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,1.33,1.307,1.8,MEET
IONS,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-0.09,-0.028,-222.8,MISS
ZTS,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.53,0.527,0.6,MISS
HSIC,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.88,0.872,0.3,MISS
SEE,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.35,0.356,-1.7,MISS
VIRT,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.13,0.167,-22.2,MISS
NCLH,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,1.02,0.971,5,MEET
W,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-0.26,-0.462,43.7,BEAT
AGIO,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-1.78,-1.558,-14.2,MISS
LNG,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-1.08,-0.017,-6275.7,MISS
EXPD,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.6,0.591,1.2,MEET
TRIP,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.38,0.301,26.2,BEAT
JAZZ,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,2.56,2.755,-7.1,MISS
PEN,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-0.05,-0.026,-80.4,MISS
TSRO,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-2.73,-2.489,-9.8,MISS
MNST,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.39,0.399,-3.4,MISS
BKNG,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,15.14,14.193,6.7,MEET
GDDY,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.17,0.328,-48.8,MISS
ZG,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.04,-0.01,500,BEAT
NKTR,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,-0.39,-0.357,-8,MISS
IFF,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,1.5,1.449,3.5,MEET
KAR,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0.65,0.578,12.5,BEAT
XEC,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,1.06,0.948,11.8,BEAT
CLR,2017-08-08,2017-02-15T16:00:00,2018-01-30T16:00:00,0,-0.007,100,BEAT
WP,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.83,0.824,0.7,MISS
SATS,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.07,0.095,-28.3,MISS
WBT,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.22,0.183,20.2,BEAT
XRAY,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.65,0.652,-0.3,MISS
CNDT,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.16,0.159,0.6,MISS
USFD,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.37,0.363,1.9,MEET
STWD,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.52,0.509,2.2,MEET
HPT,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.06,1.08,-1.9,MISS
PAH,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.2,0.187,7,MEET
CRL,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.29,1.217,6,MEET
TRCO,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.36,0.412,-12.6,MISS
WEN,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.15,0.131,14.5,BEAT
MYL,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.1,1.158,-5,MISS
FWONA,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.11,-0.025,552.9,BEAT
MPW,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.32,0.317,0.9,MISS
ALNY,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,-1.34,-1.139,-17.6,MISS
PEGA,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.15,0.17,-11.8,MISS
ICUI,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.76,0.767,-0.9,MISS
XOG,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,-0.09,-0.048,-80.3,MISS
ATH,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.43,1.077,32.8,BEAT
LYV,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.3,0.19,60.4,BEAT
FLO,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,0.24,0.23,4.3,MEET
CPA,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.48,1.443,2.6,MEET
MIDD,2017-08-09,2017-02-16T16:00:00,2018-01-31T16:00:00,1.39,1.383,0.8,MISS
PRGO,2017-08-10,2017-02-17T16:00:00,2018-02-01T16:00:00,1.22,0.922,32.3,BEAT
INVH,2017-08-10,2017-02-17T16:00:00,2018-02-01T16:00:00,0.25,0.242,3.3,MEET
AAP,2017-08-15,2017-02-23T16:00:00,2018-02-06T16:00:00,1.58,1.659,-4.8,MISS
